cj,gg,name,price,price2,券后价,xq
惠氏制药有限公司,规格：600mg*60片,碳酸钙维D3元素片（4）(金钙尔奇D),,￥76.50,70.4,效期： 2022-02-28 
江苏润邦药业有限公司,规格：0.25g*6粒,克拉霉素胶囊,3.3,,3.04,效期： 2022-01-31 
成都通德药业有限公司,规格：0.2g*60粒,西咪替丁胶囊,8.9,,8.19,效期： 2022-02-28 
山东罗欣药业集团股份有限公司,规格：40mg*7片,泮托拉唑钠肠溶片,6.1,,5.61,效期： 2021-10-10 
四川鑫达康药业有限公司,规格：9g*9袋,肤痒颗粒,5.4,,4.97,效期： 2021-12-31 
芜湖张恒春药业有限公司,规格：200丸,六味地黄丸,5.5,,5.06,效期： 2022-08-31 
贵阳济仁堂药业有限公司,规格：0.35g*12粒*3板,复方石韦胶囊,5.5,,5.06,效期： 2021-12-03 
四川大千药业有限公司,规格：15g*20袋,荆防颗粒,8.1,,7.45,效期： 2021-12-31 
云南腾冲东方红制药有限公司,规格：0.3g*15片*3板,肠胃宁片,8.7,,8.01,效期： 2022-10-31 
广西圣特药业有限公司,规格：15g*10袋,益母草颗粒,4,,3.68,效期： 2021-07-31 
广西纯正堂制药有限公司,规格：0.3g*100片,陈香露白露片(精装),3.5,,3.22,效期： 2021-11-30 
成都恒瑞制药有限公司,规格：0.5g*10片*3板,盐酸二甲双胍缓释片(倍顺),15,,13.8,效期： 2021-12-12 
甘肃佛仁制药科技有限公司,规格：8g*12袋,复方羊角颗粒,5.65,,5.2,效期： 2022-02-28 
吉林敖东集团金海发药业股份有限公司,规格：10ml*10支,脑心舒口服液,6.55,,6.03,效期： 2022-11-30 
北京同仁堂制药有限公司,规格：200粒(30g),皮肤病血毒丸,17.76,,16.34,效期： 2022-11-30 
四川依科制药有限公司,规格：15g*20袋,复方板蓝根颗粒,,￥5.80,,效期： 2022-01-31 
四川森科制药有限公司,规格：30mg*1000片,复方黄连素片,,￥71.50,,效期： 2021-09-30 
四川依科制药有限公司(原四川蜀中制药有限公司）,规格：15g*20袋,大山楂颗粒,5,,4.6,效期： 2022-02-28 
陕西盘龙药业集团股份有限公司,规格：0.33g*30片,痛风舒片,4.3,,3.96,效期： 2022-02-03 
西安利君制药有限责任公司,规格：0.125g*100片,红霉素肠溶片,17.3,,15.92,效期： 2022-11-26 
浙江医药股份有限公司新昌制药厂,规格：50mg*30片,米格列醇片,29.5,,27.15,效期： 2021-11-19 
云南铭鼎药业有限公司,规格：5g*7袋,风寒咳嗽颗粒,3.1,,2.85,效期： 2021-08-31 
兰州和盛堂制药股份有限公司,规格：4g*18袋,小儿咽扁颗粒,5.5,,5.06,效期： 2022-08-31 
"IPR Pharmaceuticals,INCORPORATED（分包装厂：阿斯利康药业（中国）有限公司）",规格：10mg*7片,瑞舒伐他汀钙片,,￥37.50,,效期： 2022-07-31 
威海人生药业有限公司,规格：0.25g*24片*2板,伸筋片,,￥14.50,13.34,效期： 2021-08-31 
太极集团四川绵阳制药有限公司,规格：30mg*100片,复方黄连素片,8.3,,7.64,效期： 2023-12-31 
扬州一洋制药有限公司,规格：100ml*2%,布洛芬混悬液,4.2,,3.87,效期： 2021-11-30 
重庆科瑞制药(集团)有限公司,规格：0.1g*100片,灰黄霉素片,9.3,,8.56,效期： 2022-06-30 
华中药业股份有限公司,规格：5mg*100片,维生素B2片,,￥2.88,,效期： 2022-08-31 
江苏晨牌药业集团股份有限公司,规格：12g*6袋,大黄通便颗粒,5.5,,5.06,效期： 2022-04-30 
西安天一秦昆制药有限责任公司,规格：3g*12袋,复方锌布颗粒,4.86,,4.47,效期： 2021-12-13 
吉林市吴太感康药业有限公司,规格：0.26g*30片,吴太咽炎片,13.5,,12.42,效期： 2022-09-30 
重庆科瑞制药(集团)有限公司,规格：2mg*100片,盐酸赛庚啶片,2.6,,2.39,效期： 2021-09-30 
吉林省俊宏药业有限公司,规格：0.32g*15粒*2板,藿香清胃胶囊,,￥5.10,4.69,效期： 2022-12-31 
西安利君制药有限责任公司,规格：0.125g*24片,琥乙红霉素片,8.2,,7.55,效期： 2021-03-02 
石家庄以岭药业股份有限公司,规格：0.3g*36粒,芪苈强心胶囊,,￥31.80,,效期： 2022-02-28 
桂龙药业(安徽)有限公司,规格：5g*8袋,清喉利咽颗粒(含糖),17.9,,16.47,效期： 2021-12-31 
上海中华药业南通有限公司,规格：10g,清凉油,2.7,,2.48,效期： 2022-06-30 
浙江昂利康制药股份有限公司,规格：5mg*10片,西沙必利片,,￥2.20,2.02,效期： 2021-09-30 
云南特安呐制药股份有限公司,规格：50mg*20片,血塞通片(薄膜衣),11,,10.12,效期： 2022-10-31 
上海医药集团青岛国风药业股份有限公司,规格：3g*10袋,小儿肺热咳喘颗粒,,￥9.38,,效期： 2021-01-31 
山西汾河制药有限公司,规格：24粒,维U颠茄铝胶囊III,2,,1.84,效期： 2021-12-31 
江苏汉晨药业有限公司,规格：80ml,盐酸丙卡特罗口服溶液,,￥10.40,,效期： 2021-09-30 
成都永康制药有限公司,规格：0.35g*12粒*3板,消咳喘胶囊,8.8,,8.1,效期： 2021-07-31 
北京中新药业股份有限公司,规格：0.1g*100片,盐酸吗啉胍片,4.35,,4,效期： 2022-08-31 
四川华新制药有限公司,规格：0.1g*12片,双氯芬酸钠缓释片(路林),3.86,,3.55,效期： 2022-11-30 
四川泰乐制药有限公司,规格：13g*6袋,小青龙颗粒,5.88,,5.41,效期： 2021-11-30 
扬子江药业集团江苏制药股份有限公司委托扬子江药业集团江苏龙凤堂中药有限公司,规格：5g*9袋,胃苏颗粒(无糖型),21.86,,20.12,效期： 2022-11-30 
四川博仁药业有限责任公司,规格：片 0.5kg,当归,21.5,,19.79,效期： 2022-12-10 
阿斯利康制药有限公司,规格：2.5mg*20片,硫酸特布他林片,,￥7.50,,效期： 2022-06-30 
中美天津史克制药有限公司,规格：0.4g*24粒,布洛芬缓释胶囊(芬必得),,￥21.60,,效期： 2021-10-31 
上海现代制药股份有限公司,规格：5mg*16片,马来酸依那普利片,3.55,,3.27,效期： 2022-08-31 
哈尔滨凯程制药有限公司,规格：50片,复方铝酸铋片(胃必治),8.7,,8.01,效期： 2022-12-31 
江苏康缘药业股份有限公司,规格：15mg*12片,兰索拉唑肠溶片,3.9,,3.59,效期： 2021-03-31 
德阳市阴舒宁医用消毒药剂有限责任公司,规格：30ml,阴舒宁洗液,2.1,,1.93,效期： 2021-12-17 
广西泰诺制药有限公司,规格：100ml,麻杏止咳糖浆,2.58,,2.37,效期： 2021-10-31 
陕西康惠制药股份有限公司,规格：10g,熊胆痔疮膏,7.6,,6.99,效期： 2022-01-09 
河南光明医药科技有限公司,规格：4贴,小儿清肺化痰保健贴,5,,,效期： 2022-12-01 
哈尔滨华瑞生化药业有限责任公司,规格：0.2g*10袋,布洛芬颗粒,3.6,,3.31,效期： 2021-04-30 
福州海王福药制药有限公司,规格：5mg*100片,叶酸片,7.3,,6.72,效期： 2022-04-30 
鲁南厚普制药有限公司,规格：10ml*10支,小儿消积止咳口服液,36,,33.13,效期： 2022-04-30 
西双版纳雨林制药有限责任公司,规格：0.3g*18粒,龙血竭胶囊,4,,3.68,效期： 2022-10-31 
重庆科瑞制药(集团)有限公司,规格：8ml:8mg,盐酸羟苄唑滴眼液,5.2,,4.79,效期： 2021-12-31 
马应龙药业集团股份有限公司,规格：1.5g*12粒,马应龙麝香痔疮栓,18.8,,17.3,效期： 2021-12-31 
四川美大康药业股份有限公司,规格：10g*6袋,复方珍珠口疮颗粒,14.5,,13.34,效期： 2021-12-31 
GlaxoWellcomeProduction,规格：50ug*250ug*60,沙美特罗替卡松粉吸入剂,,￥207.80,191.24,效期： 2021-06-10 
芜湖张恒春药业有限公司,规格：10g*8袋,小柴胡颗粒,4.2,,3.87,效期： 2022-01-31 
九江捷豹药械有限公司,规格：12cm*5cm*4片,医用退热贴(高烧急救型),4,,3.68,效期： 2022-10-01 
九寨沟天然药业股份有限公司委托四川逢春制药有限公司,规格：15g*20袋,复方板蓝根颗粒,6.5,,5.98,效期： 2022-08-31 
黑龙江迪龙制药有限公司,规格：20mg*10片,胸腺肽肠溶片,8.3,,7.64,效期： 2022-01-09 
南京易亨制药有限公司,规格：5mg*10片*2板,非洛地平缓释片,12.5,,,效期： 2021-10-31 
珠海润都制药股份有限公司,规格：0.3g*14粒,布洛芬缓释胶囊,4.2,,3.87,效期： 2021-12-31 
山东罗欣药业集团股份有限公司,规格：0.15g*6片,盐酸伐昔洛韦片,5.55,,5.11,效期： 2021-08-25 
新乡华青药业有限公司,规格：5ml:1.25mg,地塞米松磷酸钠滴眼液,7.5,,6.9,效期： 2021-10-31 
拜耳医药保健有限公司委托山东新华制药股份有限公司,规格：10片,复方对乙酰氨基酚片(II)(散利痛),6.3,,5.8,效期： 2023-01-12 
中美上海施贵宝制药有限公司,规格：0.85g*20片,格华止/盐酸二甲双胍片,,￥34.50,,效期： 2023-01-31 
浙江仙琚制药股份有限公司,规格：50ug*60揿*1瓶,糠酸莫米松鼻喷雾剂,,￥42.55,,效期： 2021-08-31 
湖南千金湘江药业股份有限公司,规格：50mg*18袋,利巴韦林颗粒,4.5,,4.14,效期： 2022-11-30 
四川科伦药业股份有限公司(原四川珍珠制药,规格：0.1g*12片,乙酰螺旋霉素片,1.1,,1.01,效期： 2021-10-24 
马应龙药业集团股份有限公司,规格：10g,尿素乳膏,1.5,,1.38,效期： 2021-10-31 
山西华元医药生物技术有限公司,规格：0.5g*10片*3板,盐酸二甲双胍缓释片,6.2,,5.71,效期： 2022-06-30 
福元药业有限公司(原福元药业股份有限公司(原安徽新和成皖南药业有限公司,规格：50g(15%),尿素维E乳膏,4.32,,3.98,效期： 2022-12-31 
吉林省俊宏药业有限公司,规格：0.32g*15粒*3板,藿香清胃胶囊,7.8,,7.18,效期： 2022-11-30 
西安杨森制药有限公司,规格：2mg*6粒,盐酸洛哌丁胺胶囊,7,,6.44,效期： 2021-12-31 
广西葛洪堂药业有限公司,规格：100ml,川贝清肺糖浆(精装),3.7,,3.41,效期： 2021-10-31 
山西康欣药业有限公司,规格：3g*12袋,猴头菌提取物颗粒,23.5,,21.63,效期： 2022-02-22 
江西京通美联药业有限公司,规格：4克*8袋,柴黄颗粒,8,,7.36,效期： 2021-08-31 
上海延安药业(湖北)有限公司(原湖北成田制药有限公司）,规格：10g,复方倍氯米松樟脑乳膏(无极膏),,￥3.85,3.54,效期： 2021-04-30 
广东一力集团制药股份有限公司,规格：0.32g*100片,复方丹参片(精),,￥6.20,,效期： 2022-04-30 
成都迪康药业股份有限公司（原成都迪康药业有限公司）,规格：20mg*7片,雷贝拉唑钠肠溶片(安斯菲),33.6,,,效期： 2021-11-27 
三门峡广宇生物制药有限公司,规格：54片,苦参片,,￥4.20,3.87,效期： 2021-10-31 
桂林葛仙翁药业有限公司,规格：12g*10袋,罗汉果玉竹颗粒,4.2,,3.87,效期： 2021-12-31 
黑龙江葵花药业股份有限公司,规格：10ml*6支,小儿肺热咳喘口服液,24.3,,,效期： 2022-10-31 
浏阳津兰药业有限公司,规格：20ml,复方醋酸氟轻松酊(皮炎宁酊),8.4,,7.73,效期： 2021-09-16 
哈尔滨珍宝制药有限公司,规格：200mg,注射用炎琥宁,,￥1.53,,效期： 2021-12-31 
芜湖张恒春药业有限公司,规格：3g/8丸*200丸,香砂养胃丸,4.9,,4.51,效期： 2023-01-31 
广东恒健制药有限公司(原江门市恒健药业有限公司）,规格：20ml*1％,甲紫溶液,0.85,,0.78,效期： 2022-09-10 
葫芦岛国帝药业有限责任公司,规格：50mg*6枚,复方莪术油栓,7.5,,6.9,效期： 2021-12-31 
山东鑫齐药业有限公司,规格：0.5g*8片*2板,铝碳酸镁咀嚼片,2.8,,2.58,效期： 2022-02-28 
北京福元医药股份有限公司（原北京万生药业有限公司）,规格：30mg*30片,格列齐特缓释片,10.5,,9.66,效期： 2021-11-30 
吉林省正辉煌药业有限公司,规格：3.5g*20丸,藤黄健骨丸,5.7,,5.25,效期： 2022-11-30 
联邦制药厂有限公司,规格：0.25g*24粒,氨苄西林胶囊,,￥13.80,,效期： 2022-07-15 
西南药业股份有限公司,规格：100ml,复方甘草口服溶液,3.4,,3.13,效期： 2021-09-30 
江西南昌桑海制药有限责任公司,规格：60片,多维元素片21(桑海金维),12,,11.04,效期： 2022-01-31 
同溢堂药业有限公司,规格：112丸*3瓶,益安宁丸,,￥660.00,,效期： 2022-03-31 
福建太平洋制药有限公司,规格：26g,曲安奈德益康唑乳膏(艾瑞松),,￥6.80,,效期： 2023-01-31 
四川维奥制药有限公司,规格：10mg*6片,氯雷他定片,1.3,,1.2,效期： 2022-10-31 
桂林南药股份有限公司,规格：0.15g*1000片,乳酶生片,6.8,,6.26,效期： 2022-04-22 
贵州百灵企业集团制药股份有限公司,规格：12片*2板,牛黄解毒片,2.5,,2.3,效期： 2022-01-17 
山东司邦得制药有限公司,规格：0.5g*10片*3板,盐酸二甲双胍缓释片(圣邦杰),5.9,,5.43,效期： 2022-05-31 
四川森科制药有限公司,规格：5g*50袋,愈酚喷托异丙嗪颗粒(伤风止咳颗粒),13.3,,12.24,效期： 2021-05-31 
辰欣佛都药业（汶上）有限公司,规格：10g,红霉素软膏,1.4,,1.29,效期： 2024-11-30 
海南制药厂有限公司,规格：100片,复合维生素B片,4.5,,4.14,效期： 2021-03-31 
西安碑林药业股份有限公司,规格：360丸,金嗓开音丸,14.5,,13.34,效期： 2021-09-30 
山西仟源医药集团股份有限公司,规格：25mg*24片,天麻素片,3.3,,3.04,效期： 2022-08-31 
广州花城药业有限公司,规格：10ml*6支,清脑复神液,10.5,,9.66,效期： 2021-05-31 
江苏万高药业股份有限公司,规格：0.4g*12片*2板,活血止痛片,3.8,,3.5,效期： 2021-07-31 
云南白药集团无锡药业有限公司委托江苏南方卫材医药股份有限公司,规格：1.5cm*2.3cm*50片,云南白药创可贴(经济型),11.3,,10.4,效期： 2022-10-31 
中美上海施贵宝制药有限公司,规格：0.5g*20片,盐酸二甲双胍片(格华止),,￥24.50,,效期： 2023-01-31 
地奥集团成都药业股份有限公司,规格：0.5g*500片,贝诺酯片,,￥49.80,,效期： 2022-06-30 
西安杨森制药有限公司,规格：200mg*7枚,硝酸咪康唑栓(达克宁栓),23,,21.17,效期： 2024-08-31 
四川好医生攀西药业有限责任公司委托好医生药业集团有限公司,规格：0.28g*50片,复方陈香胃片,2,,1.84,效期： 2022-02-26 
广东省罗浮山白鹤制药厂,规格：100片,复方南板蓝根片,3.3,,3.04,效期： 2022-07-31 
华北制药股份有限公司,规格：2.5mg*14片,苯磺酸左氨氯地平片,11,,10.12,效期： 2022-11-30 
四川依科制药有限公司,规格：15g*20包,石淋通颗粒,,￥8.50,7.82,效期： 2022-03-31 
吉林英联生物制药股份有限公司,规格：60mg*12片,洛索洛芬钠片(赛克同),5.6,,5.15,效期： 2022-11-30 
宜昌东阳光长江药业股份有限公司,规格：50mg*10片,苯溴马隆片,18.5,,17.03,效期： 2021-08-11 
江苏汉晨药业有限公司,规格：40ml,盐酸丙卡特罗口服溶液,8.2,,7.55,效期： 2021-08-31 
芜湖张恒春药业有限公司,规格：200丸,补中益气丸,4.6,,4.23,效期： 2022-12-31 
西安利君制药有限责任公司,规格：10mg*1000片,颠茄片,36.2,,33.32,效期： 2022-08-11 
昆明积大制药股份有限公司,规格：5ml:1g*12袋,硫糖铝混悬凝胶,28.5,,26.23,效期： 2022-01-14 
广西葛洪堂药业有限公司,规格：10g*12袋,橘红痰咳颗粒,5.5,,5.06,效期： 2021-11-30 
河南百年康鑫药业有限公司,规格：10ml*6支,抗病毒口服液,4.9,,4.51,效期： 2021-10-31 
江苏平光信谊（焦作）中药有限公司,规格：6g*10袋,木香顺气丸,4.2,,3.87,效期： 2022-11-30 
武汉双龙药业有限公司,规格：0.31g*48片,蒲地蓝消炎片,3.8,,3.5,效期： 2022-08-04 
广西千珍制药有限公司,规格：100片,消炎利胆片,2.9,,2.67,效期： 2021-05-31 
遂成药业股份有限公司（原天津药业集团新郑股份有限公司）,规格：0.75mg*100片,醋酸地塞米松片,1.4,,1.29,效期： 2022-07-31 
华润三九(南昌)药业有限公司,规格：10g,糠酸莫米松乳膏,8.92,,8.21,效期： 2022-10-31 
湖北仁悦药业股份有限公司,规格：0.26g*12片*2板,三黄片,1.7,,1.56,效期： 2022-12-31 
澳美制药厂,规格：10g,夫西地酸乳膏(奥络),,￥16.80,,效期： 2022-09-30 
河北金兴制药有限公司,规格：0.25g*100片,复方鸡内金片,1.5,,1.38,效期： 2022-10-31 
青岛海诺生物工程有限公司,规格：1.25cm*910cm*24卷,压敏胶带(无纺布),18,,16.57,效期： 2023-02-03 
湖北人福成田药业有限公司,规格：40g*3袋,足光散,5.2,,4.79,效期： 2021-12-31 
广东和平药业有限公司,规格：0.4g*60片,野木瓜片,3.3,,3.04,效期： 2022-05-22 
上海迪冉郸城制药有限公司                ,规格：50mg*12粒*2板,胶体果胶铋胶囊,,￥2.75,2.53,效期： 2022-02-28 
江苏联环药业股份有限公司,规格：60mg*12片,特非那定片,4,,3.68,效期： 2021-08-31 
湖北福人药业股份有限公司,规格：0.5g*24粒,金刚藤胶囊,8,,7.36,效期： 2021-02-28 
江苏亚邦强生药业有限公司,规格：50mg*12片,头孢地尼分散片,9.5,,8.74,效期： 2021-10-31 
长春迪瑞制药有限公司,规格：12片,复方氨酚烷胺片(双铝箔),1.55,,1.43,效期： 2022-12-09 
福建省三明天泰制药有限公司,规格：100片,猴头菌片,2.05,,1.89,效期： 2022-09-30 
北京福元医药股份有限公司（原北京万生药业有限责任公司）,规格：20mg*30片,盐酸曲美他嗪片,14.4,,13.25,效期： 2021-06-30 
天津同仁堂集团股份有限公司,规格：0.25g*20片*2板,清咽片,,￥5.50,,效期： 2022-05-31 
河南羚锐制药股份有限公司,规格：7cm*10cm*5贴,通络祛痛膏(骨质增生一贴灵),18.8,,17.3,效期： 2021-10-31 
国药集团德众（佛山）药业有限公司,规格：0.37g*150片,鼻炎康片,,￥27.30,25.12,效期： 2023-02-09 
湖北午时药业股份有限公司,规格：340ml,金银花露(玻瓶 含糖型 ),5.5,,5.06,效期： 2022-02-28 
安徽天洋药业有限公司,规格：7枚,双唑泰栓,6.22,,5.72,效期： 2022-12-31 
云南明镜亨利制药有限公司,规格：0.1g*100片,盐酸小檗碱片,10,,9.2,效期： 2021-07-31 
广西日田药业集团有限责任公司,规格：10g*10袋,复方百部止咳颗粒,3.35,,3.08,效期： 2021-06-30 
